# full_text.txt
E 8269949 12.059
T 6393831 9.323
A 5618362 8.193
I 5175301 7.547
O 5156878 7.520
N 4897495 7.141
S 4548815 6.633
R 4122762 6.012
H 3313317 4.831
L 2859829 4.170
D 2541643 3.706
C 2256826 3.291
U 2084567 3.040
M 1760271 2.567
P 1479766 2.158
F 1470156 2.144
G 1392062 2.030
Y 1329083 1.938
W 1177144 1.716
B 1045301 1.524
V  727277 1.061
K  501687 0.732
X  168434 0.246
J  122815 0.179
Q   86037 0.125
Z   79034 0.115
